id,host_id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,amenities,price_nok,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,is_shared_bathroom,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,response_time_a few days or more,response_time_no information,response_time_within a day,response_time_within a few hours,response_time_within an hour,located_in_Alna,located_in_Bjerke,located_in_Frogner,located_in_Gamle Oslo,located_in_Grorud,located_in_Grünerløkka,located_in_Marka,located_in_Nordre Aker,located_in_Nordstrand,located_in_Sagene,located_in_Sentrum,located_in_St. Hanshaugen,located_in_Stovner,located_in_Søndre Nordstrand,located_in_Ullern,located_in_Vestre Aker,located_in_Østensjø,missing_rating_review_data
898578886481841218,461470735,2022-05-29,0.0,0.0,0,1,2,1,0,59.94532299999999,10.7626439,2,1.0,1.0,1.0,"[""Washer"", ""Paid parking on premises"", ""Kitchen"", ""Pets allowed"", ""BBQ grill"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""TV""]",1000.0,5,365,5,5,365,365,5.0,365.0,1,0,0,0,123,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
898597837340022491,516379838,2023-05-24,1.0,0.38,0,1,1,1,1,59.91888266792429,10.733732039159632,2,1.0,0.0,1.0,"[""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Smoke alarm"", ""Stove"", ""Free dryer"", ""Toaster"", ""Cleaning products"", ""Drying rack for clothing"", ""Dishwasher"", ""Shampoo"", ""Room-darkening shades"", ""Wifi"", ""Sun loungers"", ""Refrigerator"", ""Host greets you"", ""Body soap"", ""Backyard"", ""Hangers"", ""Clothing storage"", ""Outdoor dining area"", ""Dining table"", ""Free washer"", ""Essentials"", ""Hot water"", ""Bed linens"", ""TV with Chromecast"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Private entrance"", ""Oven""]",1136.0,3,16,3,5,16,16,3.1,16.0,1,6,17,28,36,3,2,0,2023-06-18,2023-12-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
898606417113046151,17028296,2014-06-20,0.0,0.0,0,2,3,1,1,59.9264321,10.724053,6,1.5,2.0,2.0,"[""Double oven"", ""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Ethernet connection"", ""Wine glasses"", ""First aid kit"", ""Hair dryer"", ""City skyline view"", ""Marina view"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Gas stove"", ""Keypad"", ""Pets allowed"", ""BBQ grill"", ""Coffee"", ""Cleaning products"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Baking sheet"", ""Outdoor kitchen"", ""Bay view"", ""Park view"", ""Outdoor playground"", ""Freezer"", ""Sun loungers"", ""Sea view"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Ocean view"", ""Courtyard view"", ""Body soap"", ""Bathtub"", ""Radiant heating"", ""Private gym in building"", ""Hangers"", ""Outdoor dining area"", ""Dining table"", ""Essentials"", ""Exercise equipment"", ""Harbor view"", ""Bluetooth sound system"", ""Outdoor shower"", ""Hot water"", ""Window guards"", ""Indoor fireplace: wood-burning"", ""Baby bath"", ""Bed linens"", ""Barbecue utensils"", ""Long term stays allowed"", ""Iron"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Wifi \u2013 25 Mbps"", ""Mountain view"", ""Free washer \u2013 In unit"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Fire extinguisher"", ""Self check-in""]",3372.0,1,1125,1,2,1125,1125,1.3,1125.0,1,0,0,0,183,6,5,0,2023-06-18,2023-07-29,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0,1,1,0,0,0.48,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898616141632060928,52023237,2015-12-22,1.0,0.0,0,1,1,1,0,59.9300878,10.683215,5,2.0,3.0,5.0,"[""Washer"", ""Exercise equipment"", ""Kitchen"", ""Host greets you"", ""Fire pit"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""Outdoor dining area"", ""Smoke alarm"", ""Indoor fireplace""]",1558.0,12,50,12,12,50,50,12.0,50.0,1,29,42,68,343,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
898641220238527298,236357928,2019-01-13,1.0,0.69,1,1,1,1,1,59.91597953792039,10.788912725433285,4,1.0,1.0,2.0,"[""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Paid parking garage on premises"", ""Wine glasses"", ""First aid kit"", ""Elevator"", ""Hair dryer"", ""City skyline view"", ""Smoke alarm"", ""TV"", ""Bosch refrigerator"", ""Safe"", ""Hot water kettle"", ""Central heating"", ""Fast wifi \u2013 397 Mbps"", ""Cleaning products"", ""Coffee"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Dishwasher"", ""Baking sheet"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Single level home"", ""Outdoor playground"", ""Shared gym nearby"", ""Freezer"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Smart lock"", ""Body soap"", ""Induction induction stove"", ""Clothing storage: closet and dresser"", ""Hangers"", ""Single oven"", ""Luggage dropoff allowed"", ""Dining table"", ""Essentials"", ""EV charger"", ""Hot water"", ""Barbecue utensils"", ""Private BBQ grill: gas"", ""Bed linens"", ""Iron"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Blender"", ""Fire extinguisher"", ""Shower gel"", ""Self check-in"", ""Board games""]",1250.0,2,21,2,2,21,21,2.0,21.0,1,15,18,18,18,9,9,0,2023-07-01,2023-09-13,5.0,5.0,5.0,4.78,5.0,4.89,5.0,0,1,1,0,0,0.74,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898643744947113946,330261593,2020-01-23,1.0,0.85,0,4,5,1,1,59.9110925,10.7636327,5,1.0,2.0,0.0,"[""Kitchen"", ""Cooking basics"", ""Heating"", ""First aid kit"", ""Hair dryer"", ""City skyline view"", ""Smoke alarm"", ""TV"", ""Game console"", ""Keypad"", ""Shampoo"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Wifi"", ""Refrigerator"", ""Backyard"", ""Luggage dropoff allowed"", ""Hangers"", ""Outdoor dining area"", ""Essentials"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""High chair"", ""Free parking on premises"", ""Iron"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Fire extinguisher"", ""Self check-in""]",2716.0,2,1125,2,2,2,1125,2.0,1043.8,1,10,14,34,122,10,6,0,2023-05-28,2023-12-18,4.9,4.9,4.7,4.8,5.0,4.7,4.8,0,4,4,0,0,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898881280962390887,8482634,2013-08-28,1.0,0.75,0,1,1,1,1,59.93334,10.73503,2,1.0,1.0,1.0,"[""Fire extinguisher"", ""Washer"", ""Kitchen"", ""Pets allowed"", ""Courtyard view"", ""Lockbox"", ""Mountain view"", ""Self check-in"", ""Wifi"", ""City skyline view"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""TV"", ""Indoor fireplace""]",1250.0,2,90,2,2,90,90,2.0,90.0,1,0,0,0,24,7,5,0,2023-06-17,2023-09-30,5.0,5.0,4.86,4.71,5.0,5.0,4.86,0,1,1,0,0,0.55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898970446342366212,516455251,2023-05-25,0.0,1.0,0,1,1,0,0,59.9266718,10.808489,4,1.5,2.0,2.0,"[""Fire extinguisher"", ""Washer"", ""Exercise equipment"", ""Kitchen"", ""BBQ grill"", ""Free parking on premises"", ""Wifi"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Smoke alarm"", ""TV""]",1600.0,1,365,1,1,365,365,1.0,365.0,0,0,0,0,120,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
898987260715820163,73892238,2016-05-25,0.75,0.5,0,1,1,1,1,59.91918,10.70453,7,1.0,3.0,0.0,"[""Kitchen"", ""Cooking basics"", ""Hair dryer"", ""Smoke alarm"", ""TV"", ""Safe"", ""Fire pit"", ""Cleaning products"", ""Crib - available upon request"", ""Shampoo"", ""Dedicated workspace"", ""Room-darkening shades"", ""Wifi"", ""Refrigerator"", ""Host greets you"", ""Body soap"", ""Radiant heating"", ""Essentials"", ""Washer"", ""Bed linens"", ""Free parking on premises"", ""Dishes and silverware"", ""High chair - available upon request"", ""Fire extinguisher"", ""Shower gel""]",4679.0,4,365,4,4,365,365,4.0,365.0,1,28,58,88,363,2,2,1,2024-01-07,2024-06-11,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,1,1,0,0,0.34,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899038571975531410,82169031,2016-07-06,0.0,0.0,0,1,1,1,1,59.9457,10.76078,3,1.0,1.0,1.0,"[""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Hair dryer"", ""Paid parking lot off premises"", ""Smoke alarm"", ""TV"", ""Toaster"", ""Central heating"", ""Drying rack for clothing"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Wifi"", ""Single level home"", ""Refrigerator"", ""Lake access"", ""Body soap"", ""Backyard"", ""Outdoor dining area"", ""Oven"", ""Essentials"", ""Washer"", ""Laundromat nearby"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Private entrance"", ""Fire extinguisher"", ""Books and reading material"", ""Shower gel"", ""Board games""]",1900.0,2,365,2,2,365,365,2.0,365.0,1,29,59,89,89,1,1,0,2023-07-02,2023-07-02,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,1,1,0,0,0.08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
899043123859362755,120930747,2017-03-15,0.25,0.17,0,1,1,1,1,59.928741738790016,10.71436161193736,2,1.0,1.0,1.0,"[""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Elevator"", ""Hair dryer"", ""Smoke alarm"", ""Hot water kettle"", ""Central heating"", ""Cleaning products"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Electric stove"", ""Dishwasher"", ""Coffee maker"", ""Baking sheet"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Body soap"", ""Hangers"", ""Dining table"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Dishes and silverware"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Fire extinguisher"", ""Self check-in""]",1236.0,2,3,2,2,3,3,2.0,3.0,1,30,60,90,365,1,1,0,2023-10-29,2023-10-29,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,1,0,0,0.12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899053605864531696,110466830,2017-01-08,1.0,0.79,0,1,1,1,1,59.90772592964362,10.786678040183617,1,1.0,0.0,1.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Bosch induction stove"", ""First aid kit"", ""Smoke alarm"", ""Pets allowed"", ""Safe"", ""BBQ grill"", ""Coffee"", ""Cleaning products"", ""Drying rack for clothing"", ""Gorenje refrigerator"", ""Shampoo"", ""Dedicated workspace"", ""Baking sheet"", ""Room-darkening shades"", ""Wifi"", ""Park view"", ""Freezer"", ""Extra pillows and blankets"", ""Coffee maker: drip coffee maker"", ""Host greets you"", ""Body soap"", ""Radiant heating"", ""Gorenje single oven"", ""Hangers"", ""Essentials"", ""Shared backyard \u2013 Fully fenced"", ""Geneva Sound Bluetooth sound system"", ""Hot water"", ""Bed linens"", ""Conditioner"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Private entrance"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Fire extinguisher"", ""Books and reading material""]",800.0,4,20,4,4,20,20,4.0,20.0,1,1,23,53,53,8,8,3,2023-10-14,2024-06-17,4.88,5.0,4.88,4.88,4.88,4.75,4.5,0,1,1,0,0,0.92,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899084752641449520,45127546,2015-09-26,1.0,0.74,1,1,1,1,1,59.92727598531098,10.766713738263066,2,1.0,1.0,1.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Garden view"", ""Hair dryer"", ""Smoke alarm"", ""TV"", ""Stove"", ""Pets allowed"", ""Safe"", ""Hot water kettle"", ""Central heating"", ""Toaster"", ""Coffee"", ""Private patio or balcony"", ""BBQ grill"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishwasher"", ""Dedicated workspace"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Courtyard view"", ""Backyard"", ""Hangers"", ""Outdoor dining area"", ""Oven"", ""Coffee maker: pour-over coffee"", ""Essentials"", ""Washer"", ""Dining table"", ""Hot water"", ""Barbecue utensils"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Fire extinguisher"", ""Books and reading material"", ""Self check-in""]",1300.0,3,365,1,3,365,365,3.0,365.0,1,0,3,30,210,12,12,1,2023-07-10,2024-06-26,4.92,4.75,4.75,4.83,4.92,4.92,4.92,0,1,1,0,0,1.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
899091342434057162,457907757,2022-05-07,1.0,1.0,0,1,1,1,1,59.9275573,10.7646123,3,1.0,1.0,2.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Smoke alarm"", ""Trash compactor"", ""Safe"", ""Hot water kettle"", ""Cleaning products"", ""Drying rack for clothing"", ""Electric stove"", ""Clothing storage: closet"", ""Dishwasher"", ""Dedicated workspace"", ""Baking sheet"", ""Wifi"", ""Sound system"", ""Freezer"", ""Extra pillows and blankets"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Host greets you"", ""HDTV with Apple TV, Disney+, Netflix"", ""Body soap"", ""Hangers"", ""Oven"", ""Dining table"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Blender"", ""Fire extinguisher"", ""Books and reading material"", ""Microwave"", ""Board games""]",1105.0,2,365,2,2,365,365,2.0,365.0,1,21,21,21,21,2,2,2,2024-06-15,2024-06-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
899168590827336257,161439316,2017-12-05,0.0,0.5,0,1,1,1,1,59.92704699999999,10.7515648,4,1.0,2.0,2.0,"[""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Ethernet connection"", ""Bosch induction stove"", ""Wine glasses"", ""Game console: Xbox Series X"", ""Hair dryer"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Pets allowed"", ""Safe"", ""Fire pit"", ""Central heating"", ""BBQ grill"", ""Cleaning products"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishwasher"", ""Dedicated workspace"", ""Baking sheet"", ""Room-darkening shades"", ""Pocket wifi"", ""Fast wifi \u2013 51 Mbps"", ""Single level home"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""85 inch TV with Netflix, Disney+"", ""Body soap"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Hangers"", ""Outdoor dining area"", ""Oven"", ""Outdoor kitchen with oven"", ""Gym nearby"", ""Dining table"", ""Essentials"", ""Indoor fireplace: wood-burning"", ""Shared backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Hot water"", ""Barbecue utensils"", ""Record player"", ""Bed linens"", ""Iron"", ""Paid street parking off premises"", ""Sound system with Bluetooth and aux"", ""Dishes and silverware"", ""Private entrance"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Blender"", ""Fire extinguisher"", ""Self check-in"", ""Bread maker""]",2171.0,1,1125,1,1,1125,1125,1.0,1125.0,1,25,27,29,35,1,1,0,2023-10-22,2023-10-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
899217705537327787,9826756,2013-11-05,0.0,1.0,0,1,3,1,0,59.903392099274136,10.80120120793457,6,2.0,2.0,0.0,"[""Air conditioning"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Smoke alarm"", ""Stove"", ""Shared backyard"", ""Keypad"", ""Safe"", ""Hot water kettle"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Private patio or balcony"", ""BBQ grill"", ""Drying rack for clothing"", ""Dishwasher"", ""Dedicated workspace"", ""Baking sheet"", ""Room-darkening shades"", ""Wifi"", ""Outdoor playground"", ""85 inch TV with Netflix, HBO Max, standard cable"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Body soap"", ""Hangers"", ""Outdoor dining area"", ""Oven"", ""Self check-in"", ""Dining table"", ""Essentials"", ""Washer"", ""Rice maker"", ""Hot water"", ""Bed linens"", ""Free parking on premises"", ""Dishes and silverware"", ""Private entrance"", ""Outdoor furniture"", ""Blender"", ""Fire extinguisher"", ""Shower gel"", ""Microwave""]",3786.0,5,365,4,4,365,365,4.0,365.0,1,27,57,85,360,3,1,0,2023-06-12,2023-08-04,5.0,5.0,5.0,5.0,5.0,4.67,4.67,0,1,1,0,0,0.23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
899225067313164528,53288695,2016-01-04,1.0,1.0,0,1,3,1,1,59.9132291,10.7065493,2,1.0,1.0,0.0,"[""Shared backyard \u2013 Fully fenced"", ""Washer"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Central heating"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Hair dryer"", ""Bathtub"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""Private hot tub"", ""Outdoor dining area"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Indoor fireplace""]",1900.0,1,365,1,5,365,365,1.1,365.0,1,18,18,18,18,7,4,0,2023-06-08,2024-05-05,4.86,4.86,4.57,5.0,5.0,5.0,4.71,1,1,1,0,0,0.54,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899247275853513244,458090267,2022-05-08,1.0,0.5,0,1,1,1,0,59.93330049451948,10.79951439929239,3,1.0,1.0,1.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Smoke alarm"", ""TV"", ""Free dryer \u2013 In unit"", ""Stove"", ""Shared backyard"", ""Pets allowed"", ""Safe"", ""Hot water kettle"", ""Cleaning products"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Baking sheet"", ""Room-darkening shades"", ""Free street parking"", ""Wifi"", ""Freezer"", ""Sun loungers"", ""Refrigerator"", ""Host greets you"", ""Body soap"", ""Radiant heating"", ""Hangers"", ""Oven"", ""Dining table"", ""Essentials"", ""Washer"", ""Bluetooth sound system"", ""Hot water"", ""Bed linens"", ""Conditioner"", ""Dishes and silverware"", ""Private entrance"", ""Outdoor furniture"", ""Fire extinguisher"", ""Game console: Xbox One"", ""Microwave""]",800.0,5,27,5,5,27,27,5.0,27.0,1,5,11,11,11,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
899282589310374914,45732847,2015-10-04,0.0,0.0,0,1,1,1,0,59.94277750000001,10.7831605,3,1.0,2.0,0.0,"[""Kitchen"", ""Cooking basics"", ""Ethernet connection"", ""Wine glasses"", ""Heating"", ""Shared backyard \u2013 Not fully fenced"", ""Hair dryer"", ""City skyline view"", ""Game console: Nintendo Wii and PS4"", ""Smoke alarm"", ""Safe"", ""HDTV with standard cable, Netflix, Disney+, Amazon Prime Video"", ""Hot water kettle"", ""Fire pit"", ""Cleaning products"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Dishwasher"", ""Baking sheet"", ""Arcade games"", ""Wifi"", ""Outdoor playground"", ""Freezer"", ""Extra pillows and blankets"", ""Refrigerator"", ""Host greets you"", ""Clothing storage: closet and dresser"", ""Hangers"", ""Single oven"", ""Outdoor dining area"", ""Dining table"", ""Essentials"", ""Indoor fireplace: wood-burning"", ""Bluetooth sound system"", ""EV charger"", ""Hot water"", ""Long term stays allowed"", ""Record player"", ""Bed linens"", ""Free parking on premises"", ""Iron"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Fire extinguisher"", ""Microwave"", ""Induction stove"", ""Board games""]",950.0,2,93,2,2,93,93,2.0,93.0,0,0,0,0,91,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
899282881983430496,23836478,2014-11-17,1.0,0.96,0,2,2,1,1,59.90278,10.77851,4,1.0,1.0,2.0,"[""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Ethernet connection"", ""Wine glasses"", ""Standalone high chair - available upon request"", ""Hair dryer"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Fast wifi \u2013 693 Mbps"", ""40 inch HDTV with Amazon Prime Video, HBO Max, Netflix"", ""Safe"", ""Hot water kettle"", ""Central heating"", ""Toaster"", ""Cleaning products"", ""Coffee"", ""Private patio or balcony"", ""BBQ grill"", ""Crib - available upon request"", ""Dishwasher"", ""Shampoo"", ""Baking sheet"", ""Shared beach access"", ""Room-darkening shades"", ""Babysitter recommendations"", ""Freezer"", ""Sun loungers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Aeg stainless steel oven"", ""Coffee maker: french press"", ""Smart lock"", ""Body soap"", ""Clothing storage: closet and dresser"", ""Hangers"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Self check-in"", ""Baby monitor - available upon request"", ""Essentials"", ""Bluetooth sound system"", ""Long term stays allowed"", ""Hot water"", ""Barbecue utensils"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dishes and silverware"", ""Private backyard"", ""Private entrance"", ""Free driveway parking on premises \u2013 1 space"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Fire extinguisher"", ""Books and reading material"", ""Shower gel"", ""Microwave"", ""Induction stove"", ""EV charger - level 2""]",2429.0,1,1125,1,2,1125,1125,2.0,1125.0,1,9,20,32,295,75,74,5,2023-06-25,2024-06-18,4.97,4.91,4.97,4.97,4.99,4.83,4.93,0,2,2,0,0,6.06,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899323832815413421,52525159,2015-12-28,1.0,0.67,0,1,1,1,1,59.93213,10.76142,2,1.0,1.0,1.0,"[""Portable fans"", ""Paid parking on premises"", ""Portable heater"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Elevator"", ""Smoke alarm"", ""TV"", ""Free dryer \u2013 In unit"", ""Safe"", ""Hot water kettle"", ""Coffee"", ""Cleaning products"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Baking sheet"", ""Room-darkening shades"", ""Wifi"", ""Single level home"", ""Outdoor playground"", ""Freezer"", ""Extra pillows and blankets"", ""Refrigerator"", ""Coffee maker: drip coffee maker, french press, Nespresso"", ""Body soap"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Hangers"", ""Outdoor dining area"", ""Oven"", ""Dining table"", ""Essentials"", ""Washer"", ""Bluetooth sound system"", ""Shared backyard \u2013 Fully fenced"", ""Hot water"", ""Long term stays allowed"", ""Bed linens"", ""Iron"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Lockbox"", ""Outdoor furniture"", ""Blender"", ""Fire extinguisher"", ""Books and reading material"", ""Shower gel"", ""Self check-in"", ""Induction stove"", ""Portable air conditioning""]",1250.0,3,10,3,3,10,10,3.0,10.0,1,28,58,88,179,5,2,0,2023-06-08,2023-09-04,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0,1,1,0,0,0.39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
